Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_183_686,VPWR,li1,321.7700,508.6400,1.799980
FILLER_183_670,VPWR,li1,314.1800,508.6400,1.799973
FILLER_183_646,VPWR,li1,303.1400,508.6400,1.799970
FILLER_183_638,VPWR,li1,300.8400,508.6400,1.799969
FILLER_183_625,VPWR,li1,293.2500,508.6400,1.799967
FILLER_183_617,VPWR,li1,291.1800,508.6400,1.799967
FILLER_183_610,VPWR,li1,287.5000,508.6400,1.799966
FILLER_183_598,VPWR,li1,283.3600,508.6400,1.799965
FILLER_183_585,VPWR,li1,274.8500,508.6400,1.799963
FILLER_183_579,VPWR,li1,273.2400,508.6400,1.799962
FILLER_183_567,VPWR,li1,269.1000,508.6400,1.799962
FILLER_183_545,VPWR,li1,256.9100,508.6400,1.799960
FILLER_183_528,VPWR,li1,249.3200,508.6400,1.799958
FILLER_183_516,VPWR,li1,245.6400,508.6400,1.799958
FILLER_183_508,VPWR,li1,239.6600,508.6400,1.799958
FILLER_183_449,VPWR,li1,212.9800,508.6400,1.799959
FILLER_183_430,VPWR,li1,206.0800,508.6400,1.799960
FILLER_183_384,VPWR,li1,182.3900,508.6400,1.799967
FILLER_183_380,VPWR,li1,181.2400,508.6400,1.799967
FILLER_183_368,VPWR,li1,177.5600,508.6400,1.799970
FILLER_183_355,VPWR,li1,169.0500,508.6400,1.799961
FILLER_183_349,VPWR,li1,167.4400,508.6400,1.799955
FILLER_183_337,VPWR,li1,163.3000,508.6400,1.799948
FILLER_183_335,VPWR,li1,159.8500,508.6400,1.799943
FILLER_183_327,VPWR,li1,157.7800,508.6400,1.799937
FILLER_183_319,VPWR,li1,152.4900,508.6400,1.799929
FILLER_183_307,VPWR,li1,147.4300,508.6400,1.799919
FILLER_183_295,VPWR,li1,143.9800,508.6400,1.799916
FILLER_183_281,VPWR,li1,135.0100,508.6400,1.799906
FILLER_183_268,VPWR,li1,131.5600,508.6400,1.799903
FILLER_183_256,VPWR,li1,126.0400,508.6400,1.799902
FILLER_183_242,VPWR,li1,117.0700,508.6400,1.799901
FILLER_183_225,VPWR,li1,110.8600,508.6400,1.799904
FILLER_183_223,VPWR,li1,108.3300,508.6400,1.799906
FILLER_183_211,VPWR,li1,105.3400,508.6400,1.799907
FILLER_183_199,VPWR,li1,99.8200,508.6400,1.799909
FILLER_183_169,VPWR,li1,85.1000,508.6400,1.799919
FILLER_183_167,VPWR,li1,82.5700,508.6400,1.799923
FILLER_183_161,VPWR,li1,80.9600,508.6400,1.799923
FILLER_183_149,VPWR,li1,76.8200,508.6400,1.799928
FILLER_183_137,VPWR,li1,71.3000,508.6400,1.799935
FILLER_183_125,VPWR,li1,65.7800,508.6400,1.799940
FILLER_183_113,VPWR,li1,60.2600,508.6400,1.799946
FILLER_183_111,VPWR,li1,56.8100,508.6400,1.799951
FILLER_183_105,VPWR,li1,55.2000,508.6400,1.799951
FILLER_183_93,VPWR,li1,51.0600,508.6400,1.799956
FILLER_183_81,VPWR,li1,45.5400,508.6400,1.799963
FILLER_183_69,VPWR,li1,40.0200,508.6400,1.799968
FILLER_183_57,VPWR,li1,34.5000,508.6400,1.799974
FILLER_183_55,VPWR,li1,31.0500,508.6400,1.799979
FILLER_183_51,VPWR,li1,29.9000,508.6400,1.799979
FILLER_183_39,VPWR,li1,26.2200,508.6400,1.799983
FILLER_183_27,VPWR,li1,20.7000,508.6400,1.799989
FILLER_183_15,VPWR,li1,15.1800,508.6400,1.799989
FILLER_183_3,VPWR,li1,9.6600,508.6400,1.799989
FILLER_182_1091,VPWR,li1,507.6100,508.6400,1.799998
FILLER_182_1085,VPWR,li1,506.0000,508.6400,1.799998
FILLER_182_1073,VPWR,li1,501.8600,508.6400,1.799998
FILLER_182_1061,VPWR,li1,496.3400,508.6400,1.799998
FILLER_182_1049,VPWR,li1,490.8200,508.6400,1.799998
FILLER_182_1037,VPWR,li1,485.3000,508.6400,1.799998
FILLER_182_1035,VPWR,li1,481.8500,508.6400,1.799998
FILLER_182_1029,VPWR,li1,480.2400,508.6400,1.799998
FILLER_182_1017,VPWR,li1,476.1000,508.6400,1.799997
FILLER_182_1005,VPWR,li1,470.5800,508.6400,1.799996
FILLER_182_993,VPWR,li1,465.0600,508.6400,1.799995
FILLER_182_981,VPWR,li1,459.5400,508.6400,1.799994
FILLER_182_979,VPWR,li1,456.0900,508.6400,1.799993
FILLER_182_973,VPWR,li1,454.4800,508.6400,1.799993
FILLER_182_961,VPWR,li1,450.3400,508.6400,1.799992
FILLER_182_949,VPWR,li1,444.8200,508.6400,1.799991
FILLER_182_937,VPWR,li1,439.3000,508.6400,1.799990
FILLER_182_925,VPWR,li1,433.7800,508.6400,1.799989
FILLER_182_923,VPWR,li1,430.3300,508.6400,1.799988
FILLER_182_917,VPWR,li1,428.7200,508.6400,1.799988
FILLER_182_905,VPWR,li1,424.5800,508.6400,1.799987
FILLER_182_893,VPWR,li1,419.0600,508.6400,1.799986
FILLER_182_881,VPWR,li1,413.5400,508.6400,1.799985
FILLER_182_869,VPWR,li1,408.0200,508.6400,1.799984
FILLER_182_867,VPWR,li1,404.5700,508.6400,1.799983
FILLER_182_863,VPWR,li1,403.4200,508.6400,1.799983
FILLER_182_851,VPWR,li1,399.7400,508.6400,1.799982
FILLER_182_839,VPWR,li1,394.2200,508.6400,1.799981
FILLER_182_827,VPWR,li1,388.7000,508.6400,1.799980
FILLER_182_798,VPWR,li1,372.8300,508.6400,1.799977
FILLER_182_761,VPWR,li1,355.8100,508.6400,1.799975
FILLER_182_757,VPWR,li1,354.6600,508.6400,1.799976
FILLER_182_755,VPWR,li1,353.0500,508.6400,1.799977
FILLER_182_749,VPWR,li1,351.4400,508.6400,1.799977
FILLER_182_737,VPWR,li1,347.3000,508.6400,1.799979
FILLER_182_725,VPWR,li1,341.7800,508.6400,1.799982
FILLER_182_713,VPWR,li1,336.2600,508.6400,1.799984
FILLER_182_701,VPWR,li1,330.7400,508.6400,1.799987
FILLER_182_697,VPWR,li1,326.8300,508.6400,1.799984
FILLER_182_638,VPWR,li1,300.3800,508.6400,1.799969
FILLER_182_626,VPWR,li1,293.7100,508.6400,1.799967
FILLER_182_607,VPWR,li1,284.9700,508.6400,1.799965
FILLER_182_603,VPWR,li1,283.8200,508.6400,1.799965
FILLER_182_585,VPWR,li1,275.3100,508.6400,1.799963
FILLER_182_574,VPWR,li1,270.0200,508.6400,1.799962
FILLER_182_556,VPWR,li1,262.2000,508.6400,1.799961
FILLER_182_537,VPWR,li1,252.7700,508.6400,1.799959
FILLER_182_533,VPWR,li1,251.6200,508.6400,1.799959
FILLER_182_519,VPWR,li1,245.1800,508.6400,1.799958
FILLER_182_504,VPWR,li1,237.8200,508.6400,1.799958
FILLER_182_477,VPWR,li1,225.1700,508.6400,1.799958
FILLER_182_462,VPWR,li1,218.5000,508.6400,1.799958
FILLER_182_446,VPWR,li1,211.1400,508.6400,1.799959
FILLER_182_436,VPWR,li1,206.3100,508.6400,1.799960
FILLER_182_428,VPWR,li1,204.2400,508.6400,1.799960
FILLER_182_412,VPWR,li1,195.2700,508.6400,1.799962
FILLER_182_408,VPWR,li1,194.1200,508.6400,1.799962
FILLER_182_380,VPWR,li1,181.0100,508.6400,1.799967
FILLER_182_372,VPWR,li1,178.4800,508.6400,1.799970
FILLER_182_361,VPWR,li1,172.2700,508.6400,1.799967
FILLER_182_344,VPWR,li1,163.9900,508.6400,1.799948
FILLER_182_338,VPWR,li1,162.3800,508.6400,1.799948
FILLER_182_307,VPWR,li1,146.9700,508.6400,1.799919
FILLER_182_303,VPWR,li1,145.8200,508.6400,1.799919
FILLER_182_260,VPWR,li1,126.0400,508.6400,1.799902
FILLER_182_228,VPWR,li1,112.2400,508.6400,1.799904
FILLER_182_216,VPWR,li1,107.6400,508.6400,1.799906
FILLER_182_204,VPWR,li1,102.1200,508.6400,1.799908
FILLER_182_192,VPWR,li1,94.7600,508.6400,1.799912
FILLER_182_173,VPWR,li1,85.7900,508.6400,1.799919
FILLER_182_165,VPWR,li1,83.2600,508.6400,1.799921
FILLER_182_153,VPWR,li1,78.6600,508.6400,1.799926
FILLER_182_141,VPWR,li1,73.1400,508.6400,1.799932
FILLER_182_139,VPWR,li1,69.6900,508.6400,1.799937
FILLER_182_133,VPWR,li1,68.0800,508.6400,1.799937
FILLER_182_121,VPWR,li1,63.9400,508.6400,1.799942
FILLER_182_109,VPWR,li1,58.4200,508.6400,1.799949
FILLER_182_97,VPWR,li1,52.9000,508.6400,1.799954
FILLER_182_85,VPWR,li1,47.3800,508.6400,1.799960
FILLER_182_83,VPWR,li1,43.9300,508.6400,1.799965
FILLER_182_77,VPWR,li1,42.3200,508.6400,1.799965
FILLER_182_65,VPWR,li1,38.1800,508.6400,1.799970
FILLER_182_53,VPWR,li1,32.6600,508.6400,1.799976
FILLER_182_41,VPWR,li1,27.1400,508.6400,1.799983
FILLER_182_29,VPWR,li1,21.6200,508.6400,1.799989
FILLER_182_27,VPWR,li1,18.1700,508.6400,1.799989
FILLER_182_15,VPWR,li1,15.1800,508.6400,1.799989
FILLER_182_3,VPWR,li1,9.6600,508.6400,1.799989
FILLER_181_1089,VPWR,li1,507.1500,503.2000,1.799977
FILLER_181_1077,VPWR,li1,503.7000,503.2000,1.799977
FILLER_181_1065,VPWR,li1,498.1800,503.2000,1.799977
FILLER_181_1063,VPWR,li1,494.7300,503.2000,1.799977
FILLER_181_1057,VPWR,li1,493.1200,503.2000,1.799977
FILLER_181_1045,VPWR,li1,488.9800,503.2000,1.799977
FILLER_181_1033,VPWR,li1,483.4600,503.2000,1.799977
FILLER_181_1021,VPWR,li1,477.9400,503.2000,1.799968
FILLER_181_1009,VPWR,li1,472.4200,503.2000,1.799955
FILLER_181_1007,VPWR,li1,468.9700,503.2000,1.799944
FILLER_181_1001,VPWR,li1,467.3600,503.2000,1.799944
FILLER_181_989,VPWR,li1,463.2200,503.2000,1.799934
FILLER_181_977,VPWR,li1,457.7000,503.2000,1.799919
FILLER_181_965,VPWR,li1,452.1800,503.2000,1.799909
FILLER_181_953,VPWR,li1,446.6600,503.2000,1.799897
FILLER_181_951,VPWR,li1,443.2100,503.2000,1.799885
FILLER_181_945,VPWR,li1,441.6000,503.2000,1.799885
FILLER_181_933,VPWR,li1,437.4600,503.2000,1.799876
FILLER_181_921,VPWR,li1,431.9400,503.2000,1.799861
FILLER_181_909,VPWR,li1,426.4200,503.2000,1.799851
FILLER_181_897,VPWR,li1,420.9000,503.2000,1.799839
FILLER_181_895,VPWR,li1,417.4500,503.2000,1.799827
FILLER_181_889,VPWR,li1,415.8400,503.2000,1.799827
FILLER_181_877,VPWR,li1,411.7000,503.2000,1.799818
FILLER_181_865,VPWR,li1,406.1800,503.2000,1.799802
FILLER_181_853,VPWR,li1,400.6600,503.2000,1.799793
FILLER_181_841,VPWR,li1,395.1400,503.2000,1.799781
FILLER_181_838,VPWR,li1,391.4600,503.2000,1.799772
FILLER_181_826,VPWR,li1,388.2400,503.2000,1.799777
FILLER_181_793,VPWR,li1,370.5300,503.2000,1.799804
FILLER_181_785,VPWR,li1,367.0800,503.2000,1.799813
FILLER_181_780,VPWR,li1,365.2400,503.2000,1.799819
FILLER_181_749,VPWR,li1,350.9800,503.2000,1.799856
FILLER_181_737,VPWR,li1,347.3000,503.2000,1.799864
FILLER_181_726,VPWR,li1,339.9400,503.2000,1.799885
FILLER_181_718,VPWR,li1,337.6400,503.2000,1.799892
FILLER_181_706,VPWR,li1,333.0400,503.2000,1.799904
FILLER_181_689,VPWR,li1,323.8400,503.2000,1.799886
FILLER_181_665,VPWR,li1,311.8800,503.2000,1.799824
FILLER_181_610,VPWR,li1,287.5000,503.2000,1.799733
FILLER_181_577,VPWR,li1,271.1700,503.2000,1.799696
FILLER_181_524,VPWR,li1,247.4800,503.2000,1.799685
FILLER_181_512,VPWR,li1,243.8000,503.2000,1.799688
FILLER_181_486,VPWR,li1,229.5400,503.2000,1.799704
FILLER_181_469,VPWR,li1,221.4900,503.2000,1.799724
FILLER_181_465,VPWR,li1,220.3400,503.2000,1.799724
FILLER_181_429,VPWR,li1,203.5500,503.2000,1.799791
FILLER_181_393,VPWR,li1,187.2200,503.2000,1.799870
FILLER_181_391,VPWR,li1,185.6100,503.2000,1.799870
FILLER_181_378,VPWR,li1,180.3200,503.2000,1.799904
FILLER_181_366,VPWR,li1,176.6400,503.2000,1.799925
FILLER_181_349,VPWR,li1,166.2900,503.2000,1.799908
FILLER_181_337,VPWR,li1,163.3000,503.2000,1.799905
FILLER_181_333,VPWR,li1,159.3900,503.2000,1.799902
FILLER_181_305,VPWR,li1,146.7400,503.2000,1.799891
FILLER_181_293,VPWR,li1,143.0600,503.2000,1.799890
FILLER_181_281,VPWR,li1,135.4700,503.2000,1.799887
FILLER_181_268,VPWR,li1,131.5600,503.2000,1.799886
FILLER_181_256,VPWR,li1,126.0400,503.2000,1.799884
FILLER_181_225,VPWR,li1,109.9400,503.2000,1.799883
FILLER_181_223,VPWR,li1,108.3300,503.2000,1.799883
FILLER_181_219,VPWR,li1,107.1800,503.2000,1.799883
FILLER_181_205,VPWR,li1,100.2800,503.2000,1.799885
FILLER_181_197,VPWR,li1,97.9800,503.2000,1.799886
FILLER_181_169,VPWR,li1,84.6400,503.2000,1.799901
FILLER_181_167,VPWR,li1,82.5700,503.2000,1.799904
FILLER_181_161,VPWR,li1,80.9600,503.2000,1.799904
FILLER_181_149,VPWR,li1,76.8200,503.2000,1.799910
FILLER_181_137,VPWR,li1,71.3000,503.2000,1.799919
FILLER_181_125,VPWR,li1,65.7800,503.2000,1.799925
FILLER_181_113,VPWR,li1,60.2600,503.2000,1.799932
FILLER_181_111,VPWR,li1,56.8100,503.2000,1.799939
FILLER_181_105,VPWR,li1,55.2000,503.2000,1.799939
FILLER_181_93,VPWR,li1,51.0600,503.2000,1.799945
FILLER_181_81,VPWR,li1,45.5400,503.2000,1.799954
FILLER_181_69,VPWR,li1,40.0200,503.2000,1.799960
FILLER_181_57,VPWR,li1,34.5000,503.2000,1.799968
FILLER_181_55,VPWR,li1,31.0500,503.2000,1.799974
FILLER_181_51,VPWR,li1,29.9000,503.2000,1.799974
FILLER_181_39,VPWR,li1,26.2200,503.2000,1.799979
FILLER_181_27,VPWR,li1,20.7000,503.2000,1.799986
FILLER_181_15,VPWR,li1,15.1800,503.2000,1.799986
FILLER_181_3,VPWR,li1,9.6600,503.2000,1.799986
FILLER_180_1091,VPWR,li1,507.6100,503.2000,1.799977
FILLER_180_1085,VPWR,li1,506.0000,503.2000,1.799977
FILLER_180_1073,VPWR,li1,501.8600,503.2000,1.799977
FILLER_180_1061,VPWR,li1,496.3400,503.2000,1.799977
FILLER_180_1049,VPWR,li1,490.8200,503.2000,1.799977
FILLER_180_1037,VPWR,li1,485.3000,503.2000,1.799977
FILLER_180_1035,VPWR,li1,481.8500,503.2000,1.799973
FILLER_180_1029,VPWR,li1,480.2400,503.2000,1.799973
FILLER_180_1017,VPWR,li1,476.1000,503.2000,1.799963
FILLER_180_1005,VPWR,li1,470.5800,503.2000,1.799948
FILLER_180_993,VPWR,li1,465.0600,503.2000,1.799938
FILLER_180_981,VPWR,li1,459.5400,503.2000,1.799926
FILLER_180_979,VPWR,li1,456.0900,503.2000,1.799915
FILLER_180_973,VPWR,li1,454.4800,503.2000,1.799915
FILLER_180_961,VPWR,li1,450.3400,503.2000,1.799905
FILLER_180_949,VPWR,li1,444.8200,503.2000,1.799890
FILLER_180_937,VPWR,li1,439.3000,503.2000,1.799880
FILLER_180_925,VPWR,li1,433.7800,503.2000,1.799868
FILLER_180_923,VPWR,li1,430.3300,503.2000,1.799856
FILLER_180_917,VPWR,li1,428.7200,503.2000,1.799856
FILLER_180_905,VPWR,li1,424.5800,503.2000,1.799847
FILLER_180_893,VPWR,li1,419.0600,503.2000,1.799832
FILLER_180_881,VPWR,li1,413.5400,503.2000,1.799822
FILLER_180_869,VPWR,li1,408.0200,503.2000,1.799810
FILLER_180_867,VPWR,li1,404.5700,503.2000,1.799802
FILLER_180_859,VPWR,li1,402.5000,503.2000,1.799797
FILLER_180_847,VPWR,li1,397.9000,503.2000,1.799787
FILLER_180_833,VPWR,li1,389.3900,503.2000,1.799775
FILLER_180_825,VPWR,li1,386.8600,503.2000,1.799777
FILLER_180_813,VPWR,li1,382.2600,503.2000,1.799783
FILLER_180_811,VPWR,li1,378.8100,503.2000,1.799790
FILLER_180_807,VPWR,li1,377.6600,503.2000,1.799790
FILLER_180_800,VPWR,li1,373.7500,503.2000,1.799797
FILLER_180_792,VPWR,li1,371.6800,503.2000,1.799804
FILLER_180_785,VPWR,li1,367.0800,503.2000,1.799813
FILLER_180_773,VPWR,li1,363.8600,503.2000,1.799819
FILLER_180_752,VPWR,li1,351.6700,503.2000,1.799856
FILLER_180_746,VPWR,li1,350.0600,503.2000,1.799856
FILLER_180_717,VPWR,li1,337.1800,503.2000,1.799892
FILLER_180_681,VPWR,li1,319.4700,503.2000,1.799858
FILLER_180_673,VPWR,li1,316.9400,503.2000,1.799849
FILLER_180_661,VPWR,li1,312.3400,503.2000,1.799824
FILLER_180_643,VPWR,li1,301.5300,503.2000,1.799778
FILLER_180_635,VPWR,li1,299.4600,503.2000,1.799770
FILLER_180_623,VPWR,li1,294.8600,503.2000,1.799755
FILLER_180_613,VPWR,li1,288.4200,503.2000,1.799733
FILLER_180_601,VPWR,li1,284.7400,503.2000,1.799726
